Region_name_en,Region_Name_fr,Week_Number,Begin_of_Week_Date,End_of_Week_Date,Activity_Level,PR_HRUID
Eastern,Est,202424,2024-06-09,2024-06-15,2,1011
Labrador-Grenfell,Grenfell Labrador,202424,2024-06-09,2024-06-15,2,1014
Central,Centre,202424,2024-06-09,2024-06-15,1,1012
Western,Ouest,202424,2024-06-09,2024-06-15,2,1013
Prince Edward Island,Île-du-Prince-Édouard,202424,2024-06-09,2024-06-15,0,1103
Zone 1 - Western,Zone 1 - Ouest,202424,2024-06-09,2024-06-15,1,1211
Zone 2 - Northern,Zone 2 - Nord,202424,2024-06-09,2024-06-15,2,1234
Zone 3 - Eastern,Zone 3 - Est,202424,2024-06-09,2024-06-15,1,1247
Zone 4 - Central,Zone 4 - Centrale,202424,2024-06-09,2024-06-15,1,1269
Region 1,Région de santé publique 1,202424,2024-06-09,2024-06-15,2,1301
Region 2,Région de santé publique 2,202424,2024-06-09,2024-06-15,1,1302
Region 3,Région de santé publique 3,202424,2024-06-09,2024-06-15,1,1303
Region 4,Région de santé publique 4,202424,2024-06-09,2024-06-15,1,1304
Region 5,Région de santé publique 5,202424,2024-06-09,2024-06-15,1,1305
Region 6,Région de santé publique 6,202424,2024-06-09,2024-06-15,2,1306
Region 7,Région de santé publique 7,202424,2024-06-09,2024-06-15,1,1307
Nord-est,Nord-est,202424,2024-06-09,2024-06-15,2,2410
Québec et Chaudieres-Appalaches,Québec et Chaudieres-Appalaches,202424,2024-06-09,2024-06-15,2,2412
Centre-du-Québec,Centre-du-Québec,202424,2024-06-09,2024-06-15,2,2404
Montréal et Laval,Montréal et Laval,202424,2024-06-09,2024-06-15,2,2413
Ouest-du-Québec,Ouest-du-Québec,202424,2024-06-09,2024-06-15,2,2414
Montérégie,Montérégie,202424,2024-06-09,2024-06-15,2,2416
Central East,Centre-Est,202424,2024-06-09,2024-06-15,2,3570
Central West,Centre-Ouest,202424,2024-06-09,2024-06-15,3,3527
Eastern,Est,202424,2024-06-09,2024-06-15,3,3551
North East,Nord-Est,202424,2024-06-09,2024-06-15,2,3547
North West,Nord-Ouest,202424,2024-06-09,2024-06-15,2,3549
South West,Sud-Ouest,202424,2024-06-09,2024-06-15,1,3531
Toronto,Toronto,202424,2024-06-09,2024-06-15,2,3595
Northern Regional,Northern Regional,202424,2024-06-09,2024-06-15,0,4670
Prairie Mountain,Prairie Mountain,202424,2024-06-09,2024-06-15,0,4690
Interlake-Eastern,d'Entre-les-lacs et de l'Est,202424,2024-06-09,2024-06-15,0,4620
Winnipeg,Winnipeg,202424,2024-06-09,2024-06-15,0,4610
Southern Health,Santé Sud,202424,2024-06-09,2024-06-15,0,4625
North,Nord,202424,2024-06-09,2024-06-15,1,4708
Central,Centre,202424,2024-06-09,2024-06-15,2,4705
South,Sud,202424,2024-06-09,2024-06-15,2,4701
North Zone,Du nord,202424,2024-06-09,2024-06-15,1,4835
Edmonton,Edmonton,202424,2024-06-09,2024-06-15,2,4834
Central Zone,Centre,202424,2024-06-09,2024-06-15,2,4833
Calgary,Calgary,202424,2024-06-09,2024-06-15,2,4832
South Zone,Du sud,202424,2024-06-09,2024-06-15,1,4831
Interior,Intérieur,202424,2024-06-09,2024-06-15,0,5911
Fraser,Fraser,202424,2024-06-09,2024-06-15,0,5921
Vancouver Coastal,Vancouver Coastal,202424,2024-06-09,2024-06-15,0,5931
Vancouver Island,Île de Vancouver,202424,2024-06-09,2024-06-15,0,5941
Northern,Nord,202424,2024-06-09,2024-06-15,0,5951
Yukon,Yukon,202424,2024-06-09,2024-06-15,2,6001
North,Région nord des TNO,202424,2024-06-09,2024-06-15,0,6101
South,Région sud des TNO,202424,2024-06-09,2024-06-15,0,6103
Qikiqtaaluk,Qikiqtaaluk,202424,2024-06-09,2024-06-15,2,6204
Kivalliq,Kivalliq,202424,2024-06-09,2024-06-15,2,6205
Kitimeot,Kitimeot,202424,2024-06-09,2024-06-15,1,6208
Eastern,Est,202425,2024-06-16,2024-06-22,2,1011
Labrador-Grenfell,Grenfell Labrador,202425,2024-06-16,2024-06-22,2,1014
Central,Centre,202425,2024-06-16,2024-06-22,1,1012
Western,Ouest,202425,2024-06-16,2024-06-22,1,1013
Prince Edward Island,Île-du-Prince-Édouard,202425,2024-06-16,2024-06-22,0,1103
Zone 1 - Western,Zone 1 - Ouest,202425,2024-06-16,2024-06-22,1,1211
Zone 2 - Northern,Zone 2 - Nord,202425,2024-06-16,2024-06-22,2,1234
Zone 3 - Eastern,Zone 3 - Est,202425,2024-06-16,2024-06-22,1,1247
Zone 4 - Central,Zone 4 - Centrale,202425,2024-06-16,2024-06-22,2,1269
Region 1,Région de santé publique 1,202425,2024-06-16,2024-06-22,2,1301
Region 2,Région de santé publique 2,202425,2024-06-16,2024-06-22,1,1302
Region 3,Région de santé publique 3,202425,2024-06-16,2024-06-22,1,1303
Region 4,Région de santé publique 4,202425,2024-06-16,2024-06-22,1,1304
Region 5,Région de santé publique 5,202425,2024-06-16,2024-06-22,1,1305
Region 6,Région de santé publique 6,202425,2024-06-16,2024-06-22,2,1306
Region 7,Région de santé publique 7,202425,2024-06-16,2024-06-22,2,1307
Nord-est,Nord-est,202425,2024-06-16,2024-06-22,2,2410
Québec et Chaudieres-Appalaches,Québec et Chaudieres-Appalaches,202425,2024-06-16,2024-06-22,2,2412
Centre-du-Québec,Centre-du-Québec,202425,2024-06-16,2024-06-22,2,2404
Montréal et Laval,Montréal et Laval,202425,2024-06-16,2024-06-22,2,2413
Ouest-du-Québec,Ouest-du-Québec,202425,2024-06-16,2024-06-22,2,2414
Montérégie,Montérégie,202425,2024-06-16,2024-06-22,2,2416
Central East,Centre-Est,202425,2024-06-16,2024-06-22,2,3570
Central West,Centre-Ouest,202425,2024-06-16,2024-06-22,3,3527
Eastern,Est,202425,2024-06-16,2024-06-22,3,3551
North East,Nord-Est,202425,2024-06-16,2024-06-22,2,3547
North West,Nord-Ouest,202425,2024-06-16,2024-06-22,1,3549
South West,Sud-Ouest,202425,2024-06-16,2024-06-22,1,3531
Toronto,Toronto,202425,2024-06-16,2024-06-22,2,3595
Northern Regional,Northern Regional,202425,2024-06-16,2024-06-22,0,4670
Prairie Mountain,Prairie Mountain,202425,2024-06-16,2024-06-22,0,4690
Interlake-Eastern,d'Entre-les-lacs et de l'Est,202425,2024-06-16,2024-06-22,0,4620
Winnipeg,Winnipeg,202425,2024-06-16,2024-06-22,0,4610
Southern Health,Santé Sud,202425,2024-06-16,2024-06-22,0,4625
North,Nord,202425,2024-06-16,2024-06-22,2,4708
Central,Centre,202425,2024-06-16,2024-06-22,1,4705
South,Sud,202425,2024-06-16,2024-06-22,2,4701
North Zone,Du nord,202425,2024-06-16,2024-06-22,1,4835
Edmonton,Edmonton,202425,2024-06-16,2024-06-22,3,4834
Central Zone,Centre,202425,2024-06-16,2024-06-22,1,4833
Calgary,Calgary,202425,2024-06-16,2024-06-22,2,4832
South Zone,Du sud,202425,2024-06-16,2024-06-22,1,4831
Interior,Intérieur,202425,2024-06-16,2024-06-22,0,5911
Fraser,Fraser,202425,2024-06-16,2024-06-22,0,5921
Vancouver Coastal,Vancouver Coastal,202425,2024-06-16,2024-06-22,0,5931
Vancouver Island,Île de Vancouver,202425,2024-06-16,2024-06-22,0,5941
Northern,Nord,202425,2024-06-16,2024-06-22,0,5951
Yukon,Yukon,202425,2024-06-16,2024-06-22,0,6001
North,Région nord des TNO,202425,2024-06-16,2024-06-22,0,6101
South,Région sud des TNO,202425,2024-06-16,2024-06-22,0,6103
Qikiqtaaluk,Qikiqtaaluk,202425,2024-06-16,2024-06-22,0,6204
Kivalliq,Kivalliq,202425,2024-06-16,2024-06-22,0,6205
Kitimeot,Kitimeot,202425,2024-06-16,2024-06-22,0,6208
